tid,t_name,t_issue,t_sub_district,t_district,t_province
1875,โครงการที่ 12,โรคไม่ติดต่อ,บ่อเงิน,ปางมะผ้า,กาฬสินธุ์
1876,โครงการที่ 1,ปัจจัยเสี่ยง,ห้วยแก,เมืองอ่างทอง,ยโสธร
1877,โครงการที่ 14,ขยะ,นาทอน,โพธาราม,ชลบุรี
1878,โครงการที่ 15,โรคไม่ติดต่อ,บ้านจันทน์,บางปะอิน,นครสวรรค์
1879,โครงการที่ 3,ขยะ,เนินหอม,ท่าเรือ,สระแก้ว
1880,โครงการที่ 7,บุหรี่ไฟฟ้า,นิคมพัฒนา,บ้านผือ,ชลบุรี
1881,โครงการที่ 6,สังคมสูงอายุ,แม่โถ,หนองม่วงไข่,อุบลราชธานี
1882,โครงการที่ 16,บุหรี่ไฟฟ้า,หนองหว้า,กระสัง,สระบุรี
1883,โครงการที่ 19,เยาวชน,อรัญคามวารี,ขุนหาญ,ขอนแก่น
1884,โครงการที่ 13,ขยะ,พระยาบันลือ,เสิงสาง,นครสวรรค์
1885,โครงการที่ 14,ขยะ,เชียงทอง,ธวัชบุรี,นราธิวาส
1886,โครงการที่ 8,สังคมสูงอายุ,คลองวาฬ,บางมูลนาก,พังงา
1887,โครงการที่ 13,ความมั่นคงทางอาหาร,หนองบอน,ชุมแสง,ยโสธร
1888,โครงการที่ 6,สังคมสูงอายุ,คลองหลา,เมืองตราด,ยะลา
1889,โครงการที่ 14,เยาวชน,ปลาค้าว,บ้านบึง,ราชบุรี
1890,โครงการที่ 14,ปัจจัยเสี่ยง,อุใดเจริญ,ยะหริ่ง,ยะลา
1891,โครงการที่ 20,เยาวชน,พันดุง,ปะเหลียน,นครศรีธรรมราช
1892,โครงการที่ 3,เยาวชน,ดงมะดะ,สายบุรี,พิจิตร
1893,โครงการที่ 20,บุหรี่ไฟฟ้า,เขาขี้ฝอย,แม่แจ่ม,สงขลา
1894,โครงการที่ 5,โรคไม่ติดต่อ,ปิงหลวง,ชื่นชม,สุรินทร์
1895,โครงการที่ 14,เยาวชน,ศรีชมภู,บ้านผือ,ปราจีนบุรี
1896,โครงการที่ 6,ขยะ,ดอกไม้,เมืองอ่างทอง,อุดรธานี
1897,โครงการที่ 5,ขยะ,หนองบัวน้อย,เมืองแพร่,สระแก้ว
1898,โครงการที่ 4,ปัจจัยเสี่ยง,บ้านหินโงม,สามพราน,พระนครศรีอยุธยา
1899,โครงการที่ 13,บุหรี่ไฟฟ้า,ห้วยโจด,พระทองคำ,หนองคาย
1900,โครงการที่ 2,เยาวชน,หนองตอง,บางบาล,ปัตตานี
1901,โครงการที่ 19,ขยะ,ลาดค่าง,พุทไธสง,ร้อยเอ็ด
1902,โครงการที่ 20,โรคไม่ติดต่อ,กระดังงา,บางรัก,สระแก้ว
1903,โครงการที่ 2,น้ำ,ศรีประจันต์,เมืองนครปฐม,ปทุมธานี
1904,โครงการที่ 3,สังคมสูงอายุ,โนนสวรรค์,หนองกี่,ฉะเชิงเทรา
1905,โครงการที่ 7,สังคมสูงอายุ,ขึ่ง,บางปะหัน,มหาสารคาม
1906,โครงการที่ 12,บุหรี่ไฟฟ้า,จอมพระ,มหาราช,นครพนม
1907,โครงการที่ 12,น้ำ,นาเชือก,ลืออำนาจ,อุดรธานี
1908,โครงการที่ 20,บุหรี่ไฟฟ้า,หนองหนาม,เถิน,ปทุมธานี
1909,โครงการที่ 15,น้ำ,สะตอน,บางปะอิน,ร้อยเอ็ด
1910,โครงการที่ 11,น้ำ,ตาเนาะแมเราะ,สะบ้าย้อย,ลำปาง
1911,โครงการที่ 5,น้ำ,กำเนิดนพคุณ,บ่อเกลือ,น่าน
1912,โครงการที่ 1,บุหรี่ไฟฟ้า,ตกพรม,แม่วาง,อุตรดิตถ์
1913,โครงการที่ 6,สังคมสูงอายุ,นาป่า,เลาขวัญ,ตรัง
1914,โครงการที่ 4,เยาวชน,อบทม,ป่าแดด,ชัยภูมิ
1915,โครงการที่ 5,เยาวชน,หนองบอน,ศรีสัชนาลัย,เชียงใหม่
1916,โครงการที่ 11,ความมั่นคงทางอาหาร,นาตาล่วง,คลองสามวา,มหาสารคาม
1917,โครงการที่ 2,โรคไม่ติดต่อ,นาคำ,ห้วยทับทัน,เพชรบูรณ์
1918,โครงการที่ 18,ปัจจัยเสี่ยง,เกาะแต้ว,แก้งคร้อ,ลพบุรี
1919,โครงการที่ 1,ปัจจัยเสี่ยง,โนนพะยอม,เกาะลันตา,นครราชสีมา
1920,โครงการที่ 13,สังคมสูงอายุ,โคกแฝด,เมืองสรวง,บุรีรัมย์
